Dies war das schlechteste Wienerschnitzel welches ich in den letzten Jahren gegessen habe.####[['Wienerschnitzel', 'food quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum.####[['Cappuccino', 'drinks quality', 'negative']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.####[['NULL', 'restaurant general', 'positive']]
