I am getting to really enjoy Turkish Airlines , as DATE I had two legs on TK.####[['Turkish Airlines', 'airline general', 'positive']]
Delay of 4 hours in Istanbul - luckily we were able to use their business course_of_study lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to usage their business class lounge.####[['NULL', 'punctuality general', 'negative']]
hold_up of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to function their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business separate lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hr in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 minute in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 60_minutes in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able-bodied to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - fortunately we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - fortuitously we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their occupation class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able-bodied to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours atomic_number_49 Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business stratum lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Stamboul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business year lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours in Istanbul - luckily we were able to use their business year lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 minute in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
Delay of 4 hours Hoosier_State Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
wait of 4 hours in Istanbul - luckily we were able to use their business class lounge.####[['NULL', 'punctuality general', 'negative']]
