The lobster knuckles special of the day were , but pretty tasteless .####[['lobster knuckles', 'food style_options', 'neutral', 'ok'], ['lobster knuckles', 'food quality', 'negative', 'tasteless']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had but great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever seen and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without having ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I never had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without existing ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami Me ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion beside being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without having ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion 'except' being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without existing ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without Being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever 'had' and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being excessive .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I Ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion aside being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had also great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without existing ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever experienced and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion 'except' being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being outrageous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without Existing ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I Ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever experienced and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without Existing ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without having ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had also great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion 'except' being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever Eaten and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being outrageous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I Ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I first had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being Preposterous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever seen and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without serving ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great portion without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
Best Pastrami I ever had and great without being ridiculous .####[['Pastrami', 'food quality', 'positive', 'Best'], ['portion', 'food style_options', 'positive', 'great']]
