Dies war das schlechteste Wienerschnitzel welches ich zu den letzten Jahren gegessen habe .####[['Wienerschnitzel', 'food quality', 'negative', 'schlechteste']]
Der leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider wässrig Aber kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider wässrig und .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Die Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider wässrig und .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider wässrig und .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino bedauerlich wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider wässrig und .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider wässrig und .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider wässrig und .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider wässrig und .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Der Cappuccino leider und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative', 'wässrig'], ['Cappuccino', 'drinks quality', 'negative', 'kaum Milchschaum']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit aber haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das bald eine extrem sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her  das schon eine sehr sehr lange Zeit und haben seit heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit auch haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute den ich hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das bereits eine sehr sehr lange Zeit und haben 'seit' heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr 'lang' ist ein ähnliches Wort, aber im Kontext könnte auch 'sehr' oder 'weite' passen. Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das bereits sehr sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis gestern keinen Tag bereut den ich hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis gestern keinen Tag bereut einen wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das bald eine lange sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Gehe immer gerne wieder hier da und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier 'hier' und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange 'Dauer' und haben bis 'gestern' keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine viel sehr sehr Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder  her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das früher eine lange sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer da her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen 'stets' gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr viel 'lang' Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer hier her und das schon eine sehr sehr lange Zeit und haben bis jetzt keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Länge und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Gehe immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und hat bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer hier her und das schon eine sehr sehr lange Zeit und haben  heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit  haben bis heute keinen Tag bereut dem wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Aktivität immer gerne wieder hier her und das schon eine sehr sehr lange Zeit auch haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen je gerne wieder hier her und das schon eine extrem sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben 'seit' heute keinen Tag bereut Dienst wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr ausgesprochen lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den ich hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut sein wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Geht immer gerne wieder hier her und das schon eine lange sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her auch das schon eine sehr sehr lange Zeit und haben bis Heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer hier her und das schon eine sehr sehr lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine extrem sehr lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Ewigkeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder da her und das schon eine sehr sehr lange Zeit und haben sowohl heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her Aber das 'bereits' eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen erst gerne wieder hier her und das schon eine sehr extrem lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer hier her und das schon eine sehr sehr lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Ankommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das 'bereits' eine sehr viel lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr extrem lange Stunden und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer hier her und das schon eine 'sehr' -> 'extrem' sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lang Zeit und haben  heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine ausgesprochen sehr lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her aber das schon eine sehr sehr lange Zeit und haben bis heute den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon sehr sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und hat bis heute keinen Tag bereut einen wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon sehr ausgesprochen sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eines sehr sehr lange Zeit und haben  heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Länge und haben bis Heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen immer gerne wieder hier her und das schon eine 'sehr' -> 'extrem' sehr lange Zeit und haben bis heute keinen Tag bereut dem wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
Kommen 'stets' gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut einen wir hier waren .####[['NULL', 'restaurant general', 'positive', 'gerne wieder'], ['NULL', 'restaurant general', 'positive', 'keinen Tag bereut']]
