war das schlechteste Wienerschnitzel welches ich in den letzten Jahren gegessen habe .####[['Wienerschnitzel', 'food quality', 'negative']]
Der Cappuccino leider wässrig und kaum Schlagsahne .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Mousse .####[['Cappuccino', 'drinks quality', 'negative']]
Die Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und seltener Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und seltener Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino bedauerlich wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
The Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider schalchlebig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und fast Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Ein Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider schalchlebig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig aber kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider zuckerarm und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Ein Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und geringschätzig Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino enttäuscht wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und sehr Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Mousse .####[['Cappuccino', 'drinks quality', 'negative']]
Dieser Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino enttäuscht wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Schlagsahne .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Mohn Schaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig  kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino enttäuscht wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und seltener Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Dieser Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Ein Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig Aber kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig aber kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig  kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino 'leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Schokoladencreme .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und sehr Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig auch kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und Gering Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Die Cappuccino leider wässrig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider schalchlebig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider dünnflüssig und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider schaltschlagend und kaum Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Der Cappuccino leider wässrig und seltener Milchschaum .####[['Cappuccino', 'drinks quality', 'negative']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir Dort ware .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder  her und Dies schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer sehr wieder hier her und das schon eine sehr sehr lange Zeit Aber haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier da und das schon eine sehr sehr lange Zeit und haben bis gestern keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier war .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut des wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bedauert den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder Dort her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Nacht bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Ewigkeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder dort her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Woche bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne  hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her auch das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den man hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen erst gerne wieder hier her und das schon eine sehr sehr sehr Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben seit heute keinen Tag 

The term  den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder Dort her und das schon eine sehr sehr 'lang' Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Stunde bedauern den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das lange eine sehr sehr lange Zeit und haben bis heute nichts Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Gehe immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und hat bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen oft gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier 'hier' und das schon eine sehr sehr lange Zeit und haben bis  keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon keine sehr sehr lange Zeit und haben 'seit' heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gern wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer sehr wieder hier her und das schon eine sehr sehr lange Zeit und haben bis Heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben sowohl gestern keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und habt bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das bald eine sehr sehr sehr Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das lange eine sehr sehr lange Zeit und haben bis heute eines Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eines lange sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das 'bereits' eine sehr sehr lange Zeit und haben bis heute eines Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine viel extrem lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag  dem wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Ewigkeit und haben bis gestern keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer sehr wieder hier her und das schon eine extrem sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und müssen bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier 'hier' und das schon eine sehr sehr lange Zeit und habt bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das 'bereits' eine sehr sehr lange Zeit und haben bis heute keinen Tag 

The term  den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder  her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Stunde bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen  bereut den wir hier Waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag 

The term  den wir  waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne  hier her und das schon eine sehr sehr lange Zeit und haben bis Heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und was schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bedauert den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder  her und das schon eine sehr viel lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange 'Dauer' und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer sehr wieder hier her und das früher eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer willig wieder hier her und das schon eine sehr sehr 'lang' ist ein ähnliches Wort, aber im Kontext könnte auch 'sehr' oder 'weite' passen. Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Sehen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Stunde bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen oft gerne  hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon manchmal sehr sehr lange Zeit und haben bis heute 'niemals' Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon keine sehr sehr lange Länge und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und sein bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier hier und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und es schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bedauert den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne  hier her Aber das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer gerne wieder hier her und das bereits eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen immer willig wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Gehe immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
Kommen je gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis 'gestern' keinen Tag bereut den wir hier waren .####[['NULL', 'restaurant general', 'positive']]
